"","Date_réception_DPE","N°DPE","Code_postal_(BAN)","Etiquette_DPE","_score"
"2428","2023-07-25","2369E2496301I","69003","F",24.786497
"2429","2023-07-17","2369E2390498Z","69003","C",24.786497
"2430","2023-08-29","2369E2851017G","69003","E",24.786497
"2431","2023-08-24","2369E2801941S","69003","D",24.786497
"2432","2023-07-12","2369E2365694Z","69003","C",24.786497
"2433","2023-07-17","2369E2390447A","69003","C",24.786497
"2434","2023-07-17","2369E2390471Y","69003","C",24.786497
"2435","2023-08-29","2369E2856313Y","69003","D",24.786497
"2436","2023-08-29","2369E2849140B","69003","D",24.786497
"2437","2023-07-12","2369E2365681M","69003","C",24.786497
"2438","2023-07-11","2369E2343929W","69003","D",24.786497
"2439","2023-07-05","2300E2273376Q","69003","E",24.786497
"2440","2023-07-07","2369E2308655E","69003","C",24.786497
"2441","2023-07-04","2369E2254429O","69003","D",24.786497
"2442","2023-08-04","2369E2648244H","69003","D",24.786497
"2443","2023-07-12","2369E2365693Y","69003","C",24.786497
"2444","2023-08-29","2369E2856391Y","69003","F",24.786497
"2445","2023-07-17","2369E2390359Q","69003","C",24.786497
"2446","2023-08-03","2369E2632766Z","69003","D",24.786497
"2447","2023-08-29","2369E2859028J","69003","E",24.786497
"2448","2023-07-18","2369E2418580B","69003","D",24.786497
"2449","2023-07-20","2369E2438500F","69003","E",24.786497
"2450","2023-07-17","2369E2390380L","69003","C",24.786497
"2451","2023-08-04","2369E2642878X","69003","D",24.786497
"2452","2023-08-17","2369E2749643G","69003","D",24.786497
"2453","2023-07-12","2369E2365692X","69003","C",24.786497
"2454","2023-08-30","2369E2867486R","69003","D",24.786497
"2455","2023-08-02","2369E2614129E","69003","D",24.786497
"2456","2023-08-30","2369E2866950B","69003","E",24.786497
"2457","2023-07-18","2369E2418732X","69003","C",24.786497
"2458","2023-08-04","2369E2648282T","69003","E",24.786497
"2459","2023-08-16","2369E2740096B","69003","C",24.786497
"2460","2023-07-12","2369E2362717M","69003","C",24.786497
"2461","2023-07-26","2369E2519756L","69003","D",24.786497
"2462","2023-08-25","2369E2826257Y","69003","D",24.786497
"2463","2023-07-12","2369E2365756J","69003","C",24.786497
"2464","2023-07-13","2369E2379026T","69003","C",24.786497
"2465","2023-07-07","2369E2296442L","69003","C",24.786497
"2466","2023-07-11","2369E2336971G","69003","D",24.786497
"2467","2023-08-30","2369E2869219I","69003","C",24.786497
"2468","2023-08-17","2369E2742997Q","69003","C",24.786497
"2469","2023-07-12","2369E2365712R","69003","C",24.786497
"2470","2023-07-12","2369E2365752F","69003","C",24.786497
"2471","2023-07-17","2369E2390335S","69003","C",24.786497
"2472","2023-08-29","2369E2850467C","69003","D",24.786497
"2473","2023-08-29","2369E2851764Z","69003","D",24.786497
"2474","2023-08-29","2369E2857952Z","69003","E",24.786497
"2475","2023-08-29","2369E2849390R","69003","E",24.786497
"2476","2023-07-12","2369E2362947I","69003","C",24.786497
"2477","2023-07-21","2369E2459612F","69003","C",24.786497
"2478","2023-07-12","2369E2365770X","69003","C",24.786497
"2479","2023-07-17","2369E2390489Q","69003","C",24.786497
"2480","2023-07-12","2369E2362903Q","69003","C",24.786497
"2481","2023-07-11","2369E2333467M","69003","E",24.786497
"2482","2023-07-20","2369E2450458D","69003","C",24.786497
"2483","2023-07-17","2369E2390508J","69003","C",24.786497
"2484","2023-08-29","2369E2853217W","69003","D",24.786497
"2485","2023-08-28","2369E2838402B","69003","C",24.786497
"2486","2023-07-10","2369E2331238T","69003","F",24.786497
"2487","2023-08-03","2369E2623256F","69003","D",24.786497
"2488","2023-07-07","2369E2295364Z","69003","D",24.786497
"2489","2023-08-29","2369E2858643O","69003","E",24.786497
"2490","2023-07-20","2369E2439379A","69003","D",24.786497
"2491","2023-08-04","2369E2644981U","69003","D",24.786497
"2492","2023-07-17","2369E2390488P","69003","C",24.786497
"2493","2023-08-29","2369E2849399A","69003","D",24.786497
"2494","2023-07-17","2369E2390353K","69003","C",24.786497
"2495","2023-07-23","2369E2473661O","69003","D",24.786497
"2496","2023-07-26","2369E2516194L","69003","D",24.786497
"2497","2023-07-19","2369E2425907W","69003","E",24.786497
"2498","2023-07-12","2369E2365733M","69003","C",24.786497
"2499","2023-07-12","2369E2362715K","69003","C",24.786497
"2500","2023-08-16","2369E2733340F","69003","C",24.786497
"2501","2023-07-12","2369E2365699E","69003","C",24.786497
"2502","2023-07-31","2369E2590910D","69003","D",24.786497
"2503","2023-08-29","2369E2857508X","69003","F",24.786497
"2504","2023-08-29","2369E2853705Q","69003","D",24.786497
"2505","2023-08-29","2369E2854101W","69003","D",24.786497
"2506","2023-07-26","2369E2526412L","69003","F",24.786497
"2507","2023-08-07","2369E2657847Q","69003","C",24.786497
"2508","2023-07-10","2369E2324555S","69003","D",24.786497
"2509","2023-08-29","2369E2854769O","69003","D",24.786497
"2510","2023-08-24","2369E2801898B","69003","E",24.786497
"2511","2023-08-03","2369E2631759G","69003","D",24.786497
"2512","2023-07-04","2369E2248575K","69003","E",24.786497
"2513","2023-08-06","2369E2653757I","69003","D",24.786497
"2514","2023-07-12","2369E2365703I","69003","C",24.786497
"2515","2023-07-04","2369E2241836F","69003","D",24.786497
"2516","2023-07-17","2369E2390513O","69003","C",24.786497
"2517","2023-08-08","2369E2678828P","69003","D",24.786497
"2518","2023-08-14","2369E2727192T","69003","E",24.786497
"2519","2023-07-17","2369E2390398D","69003","C",24.786497
"2520","2023-07-26","2369E2529709G","69003","D",24.786497
"2521","2023-07-12","2369E2362796N","69003","C",24.786497
"2522","2023-08-17","2369E2748848R","69003","C",24.786497
"2523","2023-07-25","2369E2495974T","69003","C",24.786497
"2524","2023-07-17","2369E2390479G","69003","C",24.786497
"2525","2023-07-12","2369E2365670B","69003","C",24.786497
"2526","2023-07-12","2369E2362932T","69003","C",24.786497
"2527","2023-07-27","2369E2540086J","69003","D",24.786497
"2528","2023-07-17","2369E2390450D","69003","C",24.786497
"2529","2023-07-18","2369E2418773M","69003","D",24.786497
"2530","2023-08-01","2369E2593715A","69003","C",24.786497
"2531","2023-08-07","2369E2659240F","69003","C",24.786497
"2532","2023-08-03","2369E2622351K","69003","D",24.786497
"2533","2023-07-17","2369E2399397G","69003","F",24.786497
"2534","2023-07-21","2369E2463208N","69003","E",24.786497
"2535","2023-07-31","2369E2586714T","69003","C",24.786497
"2536","2023-08-04","2369E2648288Z","69003","E",24.786497
"2537","2023-07-24","2369E2481215C","69003","E",24.786497
"2538","2023-08-01","2369E2594037K","69003","C",24.786497
"2539","2023-07-17","2369E2390540P","69003","C",24.786497
"2540","2023-07-20","2369E2445173W","69003","C",24.786497
"2541","2023-08-02","2369E2614784J","69003","E",24.786497
"2542","2023-07-12","2369E2365718X","69003","C",24.786497
"2543","2023-08-29","2369E2856638L","69003","E",24.786497
"2544","2023-08-02","2369E2611824N","69003","D",24.786497
"2545","2023-07-19","2369E2428261K","69003","D",24.786497
"2546","2023-07-28","2369E2565978F","69003","C",24.786497
"2547","2023-08-29","2369E2856019Q","69003","E",24.786497
"2548","2023-08-29","2369E2854668R","69003","E",24.786497
"2549","2023-08-29","2369E2856016N","69003","E",24.786497
"2550","2023-08-28","2369E2840179K","69003","D",24.786497
"2551","2023-08-29","2369E2858461O","69003","E",24.786497
"2552","2023-07-28","2369E2552668H","69003","C",24.786497
"2553","2023-07-12","2369E2365758L","69003","C",24.786497
"2554","2023-07-12","2369E2364086D","69003","F",24.786497
"2555","2023-07-19","2369E2432044X","69003","C",24.786497
"2556","2023-07-12","2369E2362731A","69003","C",24.786497
"2557","2023-07-12","2369E2365442H","69003","C",24.786497
"2558","2023-07-25","2369E2506337I","69003","D",24.786497
"2559","2023-08-28","2369E2845915A","69003","D",24.786497
"2560","2023-08-10","2369E2700825Q","69003","D",24.786497
"2561","2023-07-05","2369E2259351W","69003","C",24.786497
"2562","2023-07-19","2369E2422081S","69003","G",24.786497
"2563","2023-08-11","2369E2716972R","69003","E",24.786497
"2564","2023-08-04","2369E2648276N","69003","E",24.786497
"2565","2023-08-30","2369E2866620J","69003","D",24.786497
"2566","2023-07-17","2369E2390515Q","69003","C",24.786497
"2567","2023-07-18","2369E2418811Y","69003","E",24.786497
"2568","2023-07-05","2369E2261780H","69003","C",24.786497
"2569","2023-07-12","2369E2362773Q","69003","C",24.786497
"2570","2023-07-12","2369E2365730J","69003","C",24.786497
"2571","2023-07-12","2369E2362787E","69003","C",24.786497
"2572","2023-07-04","2369E2248694Z","69003","D",24.786497
"2573","2023-07-31","2369E2581389Y","69003","F",24.786497
"2574","2023-07-02","2369E2223366V","69003","E",24.786497
"2575","2023-08-29","2369E2853721G","69003","D",24.786497
"2576","2023-07-18","2369E2419575I","69003","E",24.786497
"2577","2023-08-23","2369E2798370J","69003","D",24.786497
"2578","2023-08-10","2369E2697992R","69003","D",24.786497
"2579","2023-07-20","2369E2452366N","69003","E",24.786497
"2580","2023-08-29","2369E2849444T","69003","E",24.786497
"2581","2023-08-23","2369E2788765Y","69003","C",24.786497
"2582","2023-07-12","2369E2357828L","69003","F",24.786497
"2583","2023-07-10","2369E2325941A","69003","E",24.786497
"2584","2023-07-17","2369E2391564Z","69003","C",24.786497
"2585","2023-08-29","2369E2853449U","69003","D",24.786497
"2586","2023-08-29","2369E2850913G","69003","D",24.786497
"2587","2023-07-17","2369E2390495W","69003","C",24.786497
"2588","2023-07-07","2369E2297624X","69003","D",24.786497
"2589","2023-08-04","2369E2648277O","69003","E",24.786497
"2590","2023-08-01","2369E2592964D","69003","C",24.786497
"2591","2023-07-24","2369E2479591Q","69003","C",24.786497
"2592","2023-08-29","2369E2853469O","69003","D",24.786497
"2593","2023-08-07","2369E2665942Z","69003","C",24.786497
"2594","2023-07-17","2369E2390519U","69003","C",24.786497
"2595","2023-08-08","2369E2673457A","69003","E",24.786497
"2596","2023-07-12","2369E2362889C","69003","C",24.786497
"2597","2023-08-22","2369E2776723U","69003","D",24.786497
"2598","2023-08-16","2369E2732263U","69003","D",24.786497
"2599","2023-08-29","2369E2854774T","69003","D",24.786497
"2600","2023-08-23","2369E2797646N","69003","C",24.786497
"2601","2023-07-03","2369E2226687O","69003","C",24.786497
"2602","2023-08-04","2369E2648287Y","69003","E",24.786497
"2603","2023-07-28","2369E2563125M","69003","D",24.786497
"2604","2023-08-29","2369E2856633G","69003","F",24.786497
"2605","2023-07-17","2369E2390429I","69003","C",24.786497
"2606","2023-07-17","2369E2390356N","69003","C",24.786497
"2607","2023-07-17","2369E2390417W","69003","C",24.786497
"2608","2023-08-29","2369E2857492H","69003","E",24.786497
"2609","2023-07-17","2369E2390463Q","69003","C",24.786497
"2610","2023-08-29","2369E2851858P","69003","D",24.786497
"2611","2023-07-07","2369E2293578H","69003","C",24.786497
"2612","2023-08-22","2369E2786372X","69003","F",24.786497
"2613","2023-07-11","2369E2333016D","69003","D",24.786497
"2614","2023-07-12","2369E2365691W","69003","C",24.786497
"2615","2023-08-29","2369E2849450Z","69003","E",24.786497
"2616","2023-07-12","2369E2365697C","69003","C",24.786497
"2617","2023-08-21","2369E2775598N","69003","C",24.786497
"2618","2023-08-29","2369E2849418T","69003","E",24.786497
"2619","2023-07-24","2369E2491668D","69003","C",24.786497
"2620","2023-07-12","2369E2362906T","69003","C",24.786497
"2621","2023-07-17","2369E2402913M","69003","D",24.786497
"2622","2023-07-02","2369E2222985E","69003","D",24.786497
"2623","2023-07-31","2369E2580287O","69003","C",24.786497
"2624","2023-07-26","2369E2513262R","69003","D",24.786497
"2625","2023-07-06","2369E2283912N","69003","C",24.786497
"2626","2023-08-14","2369E2725497O","69003","E",24.786497
"2627","2023-07-07","2369E2305726N","69003","D",24.786497
"2628","2023-08-11","2369E2717503C","69003","D",24.786497
"2629","2023-08-09","2369E2688930D","69003","D",24.786497
"2630","2023-07-18","2369E2413602P","69003","F",24.786497
"2631","2023-07-21","2369E2456357A","69003","C",24.786497
"2632","2023-08-07","2369E2663439S","69003","D",24.786497
"2633","2023-07-05","2369E2265876V","69003","C",24.786497
"2634","2023-08-08","2369E2675602N","69003","G",24.786497
"2635","2023-07-18","2369E2414222L","69003","E",24.786497
"2636","2023-08-25","2369E2825431E","69003","E",24.786497
"2637","2023-07-21","2369E2466462R","69003","E",24.786497
"2638","2023-07-05","2369E2265709K","69003","E",24.786497
"2639","2023-07-26","2369E2531164F","69003","E",24.786497
"2640","2023-08-09","2369E2682447U","69003","G",24.786497
"2641","2023-07-06","2369E2289216N","69003","D",24.786497
"2642","2023-08-22","2369E2776877S","69003","E",24.786497
"2643","2023-07-31","2369E2578766B","69003","C",24.786497
"2644","2023-07-25","2369E2509641K","69003","E",24.786497
"2645","2023-07-06","2369E2287639W","69003","E",24.786497
"2646","2023-08-01","2369E2602085Y","69003","D",24.786497
"2647","2023-07-24","2369E2490379O","69003","E",24.786497
"2648","2023-07-13","2369E2375465U","69003","C",24.786497
"2649","2023-08-18","2369E2752246J","69003","C",24.786497
"2650","2023-07-08","2369E2311197Y","69003","G",24.786497
"2651","2023-07-05","2369E2264257O","69003","C",24.786497
"2652","2023-07-25","2369E2504487E","69003","E",24.786497
"2653","2023-07-26","2369E2530077K","69003","C",24.786497
"2654","2023-08-21","2369E2770687Q","69003","D",24.786497
"2655","2023-07-25","2369E2508602L","69003","C",24.786497
"2656","2023-08-08","2369E2668534R","69003","E",24.786497
"2657","2023-07-04","2369E2249032Z","69003","D",24.786497
"2658","2023-08-03","2369E2620296J","69003","E",24.786497
"2659","2023-08-10","2369E2697950B","69003","D",24.786497
"2660","2023-08-30","2369E2866952D","69003","G",24.786497
"2661","2023-08-04","2369E2642558P","69003","C",24.786497
"2662","2023-07-28","2369E2554698J","69003","D",24.786497
"2663","2023-08-11","2369E2714403W","69003","C",24.786497
"2664","2023-07-31","2369E2575664T","69003","F",24.786497
"2665","2023-07-04","2369E2248382Z","69003","E",24.786497
"2666","2023-07-25","2369E2500900F","69003","E",24.786497
"2667","2023-08-16","2369E2734097I","69003","D",24.786497
"2668","2023-08-11","2369E2711032F","69003","G",24.786497
"2669","2023-07-04","2369E2241903U","69003","D",24.786497
"2670","2023-07-12","2369E2365938J","69003","C",24.786497
"2671","2023-08-24","2369E2809474L","69003","D",24.786497
"2672","2023-07-17","2369E2403239A","69003","D",24.786497
"2673","2023-07-27","2369E2550025Q","69003","G",24.786497
"2674","2023-08-25","2369E2825434H","69003","F",24.786497
"2675","2023-07-10","2369E2330639S","69003","C",24.786497
"2676","2023-08-08","2369E2668758H","69003","E",24.786497
"2677","2023-08-09","2369E2692275U","69003","C",24.786497
"2678","2023-07-07","2369E2297267E","69003","C",24.786497
"2679","2023-08-25","2369E2827397U","69003","D",24.786497
"2680","2023-07-13","2369E2374599M","69003","E",24.786497
"2681","2023-07-24","2369E2494562L","69003","D",24.786497
"2682","2023-07-17","2369E2395618X","69003","D",24.786497
"2683","2023-07-26","2369E2516000Z","69003","D",24.786497
"2684","2023-08-30","2369E2869349I","69003","E",24.786497
"2685","2023-07-05","2369E2268458D","69003","E",24.786497
"2686","2023-07-08","2369E2310080Z","69003","D",24.786497
"2687","2023-07-06","2369E2286699S","69003","F",24.786497
"2688","2023-07-28","2369E2562270P","69003","E",24.786497
"2689","2023-08-29","2369E2854081C","69003","E",24.786497
"2690","2023-08-16","2369E2733951S","69003","D",24.786497
"2691","2023-08-03","2369E2633016P","69003","E",24.786497
"2692","2023-07-14","2369E2381291W","69003","D",24.786497
"2693","2023-08-24","2369E2802164H","69003","D",24.786497
"2694","2023-08-16","2369E2734077O","69003","F",24.786497
"2695","2023-08-22","2369E2787154Z","69003","D",24.786497
"2696","2023-07-02","2369E2224286F","69003","C",24.786497
"2697","2023-07-31","2369E2577084J","69003","D",24.786497
"2698","2023-07-18","2369E2417949U","69003","C",24.786497
"2699","2023-07-05","2369E2262517Q","69003","D",24.786497
"2700","2023-08-08","2369E2671200F","69003","F",24.786497
"2701","2023-07-03","2369E2231587A","69003","D",24.786497
"2702","2023-07-05","2369E2263795U","69003","D",24.786497
"2703","2023-08-10","2369E2694314F","69003","D",24.786497
"2704","2023-07-28","2369E2558706N","69003","E",24.786497
"2705","2023-08-22","2369E2780522X","69003","E",24.786497
"2706","2023-07-10","2369E2329819E","69003","D",24.786497
"2707","2023-07-11","2369E2335472P","69003","E",24.786497
"2708","2023-07-04","2369E2245857W","69003","E",24.786497
"2709","2023-08-24","2369E2813198R","69003","E",24.786497
"2710","2023-07-27","2369E2550087A","69003","D",24.786497
"2711","2023-07-28","2369E2558597I","69003","C",24.786497
"2712","2023-07-21","2369E2456276X","69003","E",24.786497
"2713","2023-07-19","2369E2432174X","69003","D",24.786497
"2714","2023-07-30","2369E2573888L","69003","F",24.786497
"2715","2023-07-06","2369E2290843C","69003","F",24.786497
"2716","2023-08-10","2369E2696285A","69003","D",24.786497
"2717","2023-08-16","2369E2740262L","69003","E",24.786497
"2718","2023-07-11","2369E2347214F","69003","E",24.786497
"2719","2023-07-07","2369E2300700F","69003","C",24.786497
"2720","2023-07-10","2369E2323825Q","69003","D",24.786497
"2721","2023-07-25","2369E2498731U","69003","D",24.786497
"2722","2023-07-24","2369E2490668R","69003","C",24.786497
"2723","2023-08-01","2369E2592033I","69003","D",24.786497
"2724","2023-07-27","2369E2549384Z","69003","E",24.786497
"2725","2023-08-08","2369E2678813A","69003","C",24.786497
"2726","2023-08-25","2369E2825426Z","69003","F",24.786497
"2727","2023-07-20","2369E2447442D","69003","G",24.786497
"2728","2023-07-19","2369E2431996B","69003","C",24.786497
"2729","2023-07-05","2369E2265025C","69003","D",24.786497
"2730","2023-08-29","2369E2855361I","69003","D",24.786497
"2731","2023-08-29","2369E2858484L","69003","C",24.786497
"2732","2023-08-25","2369E2825067E","69003","D",24.786497
"2733","2023-07-31","2369E2589771I","69003","D",24.786497
"2734","2023-07-19","2369E2423494B","69003","G",24.786497
"2735","2023-07-13","2369E2379306N","69003","D",24.786497
"2736","2023-08-22","2369E2778083C","69003","F",24.786497
"2737","2023-07-24","2369E2483253M","69003","D",24.786497
"2738","2023-07-18","2369E2407293Y","69003","C",24.786497
"2739","2023-07-21","2369E2458525K","69003","F",24.786497
"2740","2023-08-15","2369E2730446X","69003","D",24.786497
"2741","2023-08-03","2369E2624032B","69003","C",24.786497
"2742","2023-08-03","2369E2620417A","69003","D",24.786497
"2743","2023-07-24","2369E2487990R","69003","D",24.786497
"2744","2023-07-17","2369E2389778H","69003","D",24.786497
"2745","2023-08-02","2369E2612004L","69003","C",24.786497
"2746","2023-08-14","2369E2726162D","69003","C",24.786497
"2747","2023-08-23","2369E2796898T","69003","D",24.786497
"2748","2023-07-10","2369E2327728T","69003","D",24.786497
"2749","2023-07-28","2369E2557651Y","69003","G",24.786497
"2750","2023-07-10","2369E2323380N","69003","C",24.786497
"2751","2023-07-04","2369E2255751K","69003","E",24.786497
"2752","2023-07-05","2369E2260655A","69003","D",24.786497
"2753","2023-08-16","2369E2738844X","69003","D",24.786497
"2754","2023-08-09","2369E2680135W","69003","D",24.786497
"2755","2023-07-18","2369E2410888F","69003","D",24.786497
"2756","2023-08-16","2369E2733975Q","69003","D",24.786497
"2757","2023-07-24","2369E2478655Q","69003","D",24.786497
"2758","2023-08-22","2369E2788237Q","69003","C",24.786497
"2759","2023-07-02","2369E2223896F","69003","D",24.786497
"2760","2023-08-19","2369E2761314D","69003","D",24.786497
"2761","2023-08-23","2369E2799951E","69003","E",24.786497
"2762","2023-08-29","2369E2848771W","69003","E",24.786497
"2763","2023-08-09","2369E2688362H","69003","D",24.786497
"2764","2023-07-11","2369E2337316N","69003","C",24.786497
"2765","2023-07-19","2369E2432240L","69003","F",24.786497
"2766","2023-08-23","2369E2796855C","69003","G",24.786497
"2767","2023-07-26","2369E2530498P","69003","D",24.786497
"2768","2023-08-29","2369E2862389Q","69003","G",24.786497
"2769","2023-07-18","2369E2419464B","69003","D",24.786497
"2770","2023-07-24","2369E2483269C","69003","E",24.786497
"2771","2023-07-07","2369E2299222J","69003","D",24.786497
"2772","2023-08-22","2369E2776842J","69003","C",24.786497
"2773","2023-07-27","2369E2549813M","69003","E",24.786497
"2774","2023-08-28","2369E2840644H","69003","C",24.786497
"2775","2023-07-18","2369E2418641K","69003","C",24.786497
"2776","2023-08-22","2369E2781952X","69003","E",24.786497
"2777","2023-07-10","2369E2324668B","69003","C",24.786497
"2778","2023-07-28","2369E2564590V","69003","C",24.786497
"2779","2023-07-04","2369E2257494L","69003","F",24.786497
"2780","2023-08-02","2369E2610886L","69003","G",24.786497
"2781","2023-07-31","2369E2586644B","69003","G",24.786497
"2782","2023-07-17","2369E2403712F","69003","C",24.786497
"2783","2023-07-11","2369E2339138P","69003","F",24.786497
"2784","2023-07-19","2369E2428320R","69003","E",24.786497
"2785","2023-07-13","2369E2372425W","69003","D",24.786497
"2786","2023-07-11","2369E2336245I","69003","D",24.786497
"2787","2023-08-18","2369E2756994Z","69003","E",24.786497
"2788","2023-07-18","2369E2417340J","69003","D",24.786497
"2789","2023-08-25","2369E2821939W","69003","E",24.786497
"2790","2023-08-03","2369E2634284J","69003","C",24.786497
"2791","2023-07-28","2369E2564822T","69003","C",24.786497
"2792","2023-07-03","2369E2225605Y","69003","G",24.786497
"2793","2023-08-09","2369E2691479E","69003","D",24.786497
"2794","2023-07-19","2369E2427310V","69003","D",24.786497
"2795","2023-08-28","2369E2846093W","69003","C",24.786497
"2796","2023-08-22","2369E2786759U","69003","D",24.786497
"2797","2023-07-17","2369E2400793Y","69003","D",24.786497
"2798","2023-08-30","2369E2879704P","69003","D",24.786497
"2799","2023-07-13","2369E2373273M","69003","D",24.786497
"2800","2023-07-19","2369E2428676J","69003","C",24.786497
"2801","2023-07-19","2369E2422482D","69003","D",24.786497
"2802","2023-07-27","2369E2539179M","69003","E",24.786497
"2803","2023-08-29","2369E2851339Q","69003","E",24.786497
"2804","2023-08-25","2369E2825145E","69003","F",24.786497
"2805","2023-07-07","2369E2299494V","69003","D",24.786497
"2806","2023-07-10","2369E2328657M","69003","D",24.786497
"2807","2023-07-21","2369E2460354T","69003","D",24.786497
"2808","2023-07-11","2369E2333844Z","69003","D",24.786497
"2809","2023-07-31","2369E2591262R","69003","E",24.786497
"2810","2023-07-11","2369E2344881M","69003","E",24.786497
"2811","2023-07-11","2369E2336511O","69003","D",24.786497
"2812","2023-07-17","2369E2397552H","69003","D",24.786497
"2813","2023-07-27","2369E2549768T","69003","F",24.786497
"2814","2023-07-26","2369E2522522V","69003","G",24.786497
"2815","2023-07-13","2369E2378793U","69003","C",24.786497
"2816","2023-07-11","2369E2332713M","69003","B",24.786497
"2817","2023-07-18","2369E2412104Z","69003","F",24.786497
"2818","2023-08-29","2369E2856643Q","69003","G",24.786497
"2819","2023-07-04","2369E2248058N","69003","D",24.786497
"2820","2023-07-18","2369E2417729I","69003","E",24.786497
"2821","2023-07-18","2369E2410256X","69003","D",24.786497
"2822","2023-07-27","2369E2539439M","69003","D",24.786497
"2823","2023-07-31","2369E2577862H","69003","F",24.786497
"2824","2023-07-07","2369E2307604T","69003","D",24.786497
"2825","2023-07-04","2369E2246148B","69003","C",24.786497
"2826","2023-08-16","2369E2738041A","69003","D",24.786497
"2827","2023-07-06","2369E2274546H","69003","D",24.786497
"2828","2023-07-31","2369E2581685I","69003","D",24.786497
"2829","2023-08-09","2369E2686345S","69003","C",24.786497
"2830","2023-07-29","2369E2571164R","69003","E",24.786497
"2831","2023-07-18","2369E2405843E","69003","D",24.786497
"2832","2023-07-10","2369E2327916Z","69003","D",24.786497
"2833","2023-08-21","2369E2770300T","69003","E",24.786497
"2834","2023-08-01","2369E2602299E","69003","E",24.786497
"2835","2023-07-31","2369E2576295A","69003","D",24.786497
"2836","2023-07-05","2369E2258029A","69003","F",24.786497
"2837","2023-07-03","2369E2237456T","69003","E",24.786497
"2838","2023-07-06","2369E2288799M","69003","E",24.786497
"2839","2023-08-07","2369E2658143A","69003","F",24.786497
"2840","2023-07-06","2369E2287917O","69003","E",24.786497
"2841","2023-07-21","2369E2462303S","69003","D",24.786497
"2842","2023-07-26","2369E2524838X","69003","E",24.786497
"2843","2023-07-31","2369E2589756T","69003","D",24.786497
"2844","2023-07-03","2369E2235555Q","69003","C",24.786497
"2845","2023-07-13","2369E2380744V","69003","E",24.786497
"2846","2023-08-04","2369E2635927O","69003","D",24.786497
"2847","2023-08-24","2369E2804765I","69003","D",24.786497
"2848","2023-08-04","2369E2643882N","69003","D",24.786497
"2849","2023-07-17","2369E2397312B","69003","D",24.786497
"2850","2023-07-10","2369E2331529Y","69003","E",24.786497
"2851","2023-07-04","2369E2251921C","69003","C",24.786497
"2852","2023-08-03","2369E2628777O","69003","F",24.786497
"2853","2023-08-08","2369E2674768L","69003","E",24.786497
"2854","2023-08-06","2369E2654209S","69003","D",24.786497
"2855","2023-07-19","2369E2433697M","69003","D",24.786497
"2856","2023-08-28","2369E2844039W","69003","D",24.786497
"2857","2023-07-12","2369E2362685G","69003","D",24.786497
"2858","2023-07-25","2369E2502503W","69003","E",24.786497
"2859","2023-07-03","2369E2237436Z","69003","D",24.786497
"2860","2023-07-07","2369E2299572V","69003","E",24.786497
"2861","2023-08-30","2369E2878434T","69003","G",24.786497
"2862","2023-08-23","2369E2796268N","69003","E",24.786497
"2863","2023-07-18","2369E2408470F","69003","D",24.786497
"2864","2023-08-30","2369E2879653Q","69003","D",24.786497
"2865","2023-08-01","2369E2592541W","69003","C",24.786497
"2866","2023-07-26","2369E2527746T","69003","D",24.786497
"2867","2023-07-10","2369E2325485M","69003","E",24.786497
"2868","2023-07-25","2369E2508390H","69003","C",24.786497
"2869","2023-08-28","2369E2844654N","69003","C",24.786497
"2870","2023-07-07","2369E2294639C","69003","C",24.786497
"2871","2023-08-07","2369E2663835Y","69003","C",24.786497
"2872","2023-08-29","2369E2853171C","69003","E",24.786497
"2873","2023-08-22","2369E2781192R","69003","C",24.786497
"2874","2023-08-07","2369E2662109O","69003","B",24.786497
"2875","2023-07-24","2369E2483145I","69003","C",24.786497
"2876","2023-08-28","2369E2842760R","69003","D",24.786497
"2877","2023-07-04","2369E2256569W","69003","D",24.786497
"2878","2023-08-13","2369E2721759U","69003","F",24.786497
"2879","2023-07-31","2369E2579391C","69003","D",24.786497
"2880","2023-08-02","2369E2606231K","69003","C",24.786497
"2881","2023-07-25","2369E2503570X","69003","C",24.786497
"2882","2023-07-13","2369E2371419E","69003","C",24.786497
"2883","2023-07-18","2369E2406987E","69003","D",24.786497
"2884","2023-08-08","2369E2679375Q","69003","D",24.786497
"2885","2023-07-20","2369E2438617S","69003","D",24.786497
"2886","2023-07-23","2369E2473797U","69003","D",24.786497
"2887","2023-08-28","2369E2838310N","69003","C",24.786497
"2888","2023-08-25","2369E2825073K","69003","E",24.786497
"2889","2023-08-04","2369E2637274J","69003","D",24.786497
"2890","2023-07-26","2369E2526512H","69003","G",24.786497
"2891","2023-07-04","2369E2247615M","69003","E",24.786497
"2892","2023-08-28","2369E2834427E","69003","G",24.786497
"2893","2023-08-22","2369E2779533W","69003","C",24.786497
"2894","2023-08-23","2369E2795698P","69003","D",24.786497
"2895","2023-07-26","2369E2528775I","69003","D",24.786497
"2896","2023-07-11","2369E2337060R","69003","C",24.786497
"2897","2023-08-29","2369E2847850L","69003","D",24.786497
"2898","2023-07-02","2369E2222442H","69003","C",24.786497
"2899","2023-07-10","2369E2315991I","69003","D",24.786497
"2900","2023-07-07","2369E2299188B","69003","D",24.786497
"2901","2023-07-09","2369E2314915Y","69003","D",24.786497
"2902","2023-08-10","2369E2703209I","69003","E",24.786497
"2903","2023-07-18","2369E2418586H","69003","E",24.786497
"2904","2023-08-21","2369E2771457G","69003","C",24.786497
"2905","2023-08-08","2369E2676886X","69003","E",24.786497
